Rating,Users,Field,Action,Developer,Description
4.2,5 users,Business & finance,LocalStreet,"Kerr Systems and Services, LLC","Local Street is an app that helps you find where the locals go. Local Street businesses are original, unique, locally owned businesses that support the local community. The businesses have been verified by Local Street as authentic local one of a kind or original businesses.  You won't find any big chain stores in the app - just local business original locations.

LocalStreet can select a random restaurant in the city of your choice - just ask!  You can narrow your search to a neighborhood in a city or a zip code.

For even more details, visit our website at www.localstreet.org.

You can also add your own favorite local businesses in our smartphone app. You can also find us on the Apple App Store and Android's Google Play Store - keep LocalStreet in your pocket and take us with you!"
5.0,1 users,Business & finance,voys tech,Voystech LLC,"We create Voice Assistants that work on the world’s top voice platforms - Google Assistant and Amazon Alexa. 
​​These Voice Assistants help start new revenue channels and also save time and costs for a business. 
​​They also help the business to have a richer conversation and deeper interaction with current and prospective customers."
4.2,9 users,Business & finance,QIS Guide,Qis Students Team,"Have you ever wanted to know about QIS Institutions and its places! Well QIS Guide assistant app has answers!know about amazing QIS institutions,including facts,facilities and highlights about its all institutions.you can come back to know more facts about QIS Educational Institutions all the time!"
5.0,7 users,Business & finance,Friends Computers,Vrijraj Singh,Friends Computers is computers sales & services based shop.
5.0,2 users,Business & finance,Seaport Boston Hotel,,"Located in the Seaport District, one of Boston's most vibrant and growing neighborhoods, the award-winning Seaport Hotel is a refuge in the heart of the city. Overlooking Boston Harbor and backed by beautiful city and water views, Seaport is the ideal location for business or family-friendly escapes, with easy access to Logan Airport, the financial district and all major Boston attractions. The hotel's residential style décor makes you feel at home, and an onsite bar, free Wi-Fi and complimentary access to one of the city's finest health clubs elevates your stay.  And we're one of the greenest hotels in North America."
5.0,3 users,Business & finance,educational details,,educational details is tell you about the school which is present  in Ludhiana
5.0,1 users,Business & finance,Burberry,Burberry,"Talk to the Burberry assistant for Google Home to find out about our services and stores, including opening times and directions. Discover Burberry Acoustic artists and listen to our playlists. Get daily fashion forecasts based on the weather in your area and find out what’s new at Burberry."
4.5,14 users,Business & finance,Android Makers,SFEIR,"You can get information about ongoing sessions, next sessions, sessions at a specific time. You can trim your search by the level of the talk (beginner, intermediate, advanced) and language (English, French)"
4.8,9 users,Business & finance,WTM Rome,Rihanna Kedir Ibrahim,"Women Techmakers is a global program designed to provide visibility, community and resources for women in technology. Join us,  and find out all   courses, meetups, curated resources and events, as well as information and tools."
4.9,8 users,Business & finance,Admission Info,Lakshmi.K,Ask Xime is your assistant which will resolve all your queries related to XIME admissions.
4.7,9 users,Business & finance,Crisp Read,Version Labs,"Explore Trending Content,
Read Summary,
Stay Updated in No Time.

Dont have time to read entire news, articles or blog posts of your interests?

With CrispRead explore latest and trending content in a short summary without losing it's core. 

READ. LEARN. SAVE TIME. REPEAT."
4.2,9 users,Business & finance,SRM ist Ramapuram,Shubham Gupta,This chat Bot will help you find all the details which you want related to the SRM institute of science and technology Ramapuram Campus .
5.0,1 users,Business & finance,Placement Data,Evangeline,Placement Data lets you to get the statistics of XIME Kochi. You can also find the data specialization wise
5.0,5 users,Business & finance,NIT Durgapur Quiz,Saptarshi Mitra,"want to learn more about NIT Durgapur? or test your knowledge about your college? 
This app was designed by a 2017 alumni"
4.7,7 users,Business & finance,Rock Cafe Emmerich,,Here you can find out more about our current events and opening times.
4.4,14 users,Business & finance,SREC Help desk,A student of SREC,"SREC - Help desk is exclusively made for Sri Ramakrishna Engineering College (Coimbatore) which is packed up with some basic information and facts about the college. You can seek this action to know about the college information such as Infrastructure, Location, Departments offered, Faculty details and more.

Version - 1.1.2.0

For Queries : sanjay.ps@yahoo.com"
0.0,0 users,Business & finance,BGE,BGE,"""Discover a new way to connect with BGE through Google Home. BGE customers can use this skill to check their balance due, report outages and get outage status updates!
Once you’ve connected, say “Ok Google, I want to speak to BGE.”
To check your balance:
* “What is my current balance?”
* “How much do I owe?”
To report a power outage:
* “My power is out.”
* “I have an outage.”
* “I need to report a power outage.”
To check the status of an outage:
* “When will my power be restored?”
* “What is the status of my outage?”
To get started, simply enable the skill and start asking Google Home for assistance."
5.0,3 users,Business & finance,IIFL Markets,,Market info lets your get latest market news and fetch the current market price
5.0,2 users,Business & finance,AAMI,AAMI Insurance,AAMI Insurance is part of the Suncorp Group of companies in Australia. This app answers basic questions about its offerings.
4.3,12 users,Business & finance,UK TOURISM,AMIT MAHAJAN,"Uttarakhand, a state in northern India crossed by the Himalayas, is known for its Hindu pilgrimage sites. Rishikesh, a major centre for yoga study, was made famous by the Beatles’ 1968 visit. The city hosts the evening Ganga Aarti, a spiritual gathering on the sacred Ganges River. The state's forested Jim Corbett National Park shelters Bengal tigers and other native wildlife."
0.0,0 users,Business & finance,Airport Code Review,,"Interested in learning about airport codes? Here's some to learn! From China to Vermont.
Aiport Code Review tries to teach some airport codes!"
5.0,2 users,Business & finance,creative web labz,Creative Web Labz,Creative Web Labz's assistant to fulfill your inquiry and confirm orders for our services.
5.0,13 users,Business & finance,LK Patel,Kishan Patel,"LK PATEL offers a wide selection of high-quality marble and tile products, exclusive designs, expert staff and amazing customer service."
3.7,3 users,Business & finance,XIME Placement Bot,Nidhi,XIME Placement Bot provides all the placement related information to its students. It gives the answer to all the placement related queries.
0.0,0 users,Business & finance,Bronx Science Hackers,,"Bronx Science Hackers, is a programming/hacker club at the Bronx High School of Science. This bot allows users to learn more about the club, as well as when the next meeting is."
3.7,3 users,Business & finance,AI news,the AI guy,"AI news is the go to app if you want to stay up to date on developments in artificial intelligence and the surrounding fields machine learning and data science. It will give you the most recent tweets according to the Twitter API.

Note: Keep in mind that I'm using the standard Twitter API tier, so there are rate limits."
3.7,6 users,Business & finance,Company Finder,Aarco Solutions Limited,"This agent will search Companies House database and will return details like incorporation date, status, address for a company based in United Kingdom"
4.0,4 users,Business & finance,Pi Kappa Alpha Trivia,,"Pi Kappa Alpha Trivia allows you to test your knowledge of our great fraternity. It's great for new members, or for some of us alumni that may have forgotten a thing or two.

*NOTE: This app was not created by, nor is it maintained by, the Pi Kappa Alpha International Fraternity."
5.0,1 users,Business & finance,Freedom First,Freedom First Credit Union,"Freedom First gives information about Freedom First Credit Union, including branch hours, website, and contact information."
4.6,13 users,Business & finance,GIS Robo,Akshansh Jain,GIS Robo helps you get basic information about Nanodegree Scholarship Programme.
0.0,0 users,Business & finance,North Country Library Info,North Country Library System,This app allows you to ask North Country Library System questions
4.9,12 users,Business & finance,A Food hub,Amrita Kumari,"Are you Feeling Hungry, Come to us, We are Having all the types of foods for you. Food Hub is a Best Restaurant situated in the lovely Professional University. Its having other locations in Jalandhar, Phagwara and Kapurthala as well. We are having a lot of varieties of different types of food."
4.7,10 users,Business & finance,Grace Hopper Scholarship Help,MGC,The chat bot provides basic information about the GHCI Student Scholarship. Ask away your questions!
5.0,2 users,Business & finance,Recruiter Lisa,Param.ai,"Lisa is a recruiting assistant for you. Lisa talks to you on behalf of the organisation you have applied for. Lisa prescreens the candidates who has applied for a job. You as a candidate can ask lisa for the status of the job you have applied, take the prescreening etc. 
Lisa will be a companion for you to bridge the gap between the organisation and you, helping you to know more about the jobs and helping you with a better experience with the organisation. 
To know more visit - https://param.ai/lisa"
3.0,22 users,Business & finance,Rabobank,,"Rabo Assistant can help you with requesting your balance, and setting a spending budget."
5.0,41 users,Business & finance,Odia Swad,Biswajit Mishra,Food is the main thing that a person need in his daily life . Without food it's impossible to survive . When we are going to tourist places we don't have the idea of quality of food so this app will help to know the best food when you are in Odisha .
4.1,7 users,Business & finance,Facebook DevC Chandigarh,Kamal vaid,"This is a forum for developers in Chandigarh, who are interested in building something using technology and want to collaborate with other developers who share similar interests.

 Let's connect, share and build!"
4.2,46 users,Business & finance,The Female Quotient,,"Inspired by Shelley Zalis, CEO of The Female Quotient and founder of the Girls' Lounge, this chatbot is here to support women with career advice based on real-life experiences.  

When you connect to the bot to ask a question, Shelley will tap into her network of friends, The Pack, a group of successful business women in their respective fields.
Together, The Female Quotient will provide you with the guidance they wish they had as they rose up through the ranks. 

You can ask The Female Quotient anything you'd want to know on the following workplace-related topics: 
+ Work/Life Balance
+ Know Your Worth
+ Own Your Brand 
+ Successful Leadership
+ Championing Equality
+ Navigating Challenges

About The Female Quotient
The Female Quotient is a female-owned business committed to advancing equality in the workplace through collaboration, activating solutions for change and creating metrics for accountability. Diversity adds a competitive advantage to build stronger and more successful companies.

About Shelley Zalis
Shelley Zalis is an internationally-renowned thought leader for advancing equality in the workplace. As the first female chief executive ranked in the research industry’s top 25, she changed the game, helped elevate feminine values in the workplace and has devoted herself to becoming a mentor and role model to women and leaders in her industry."
4.7,3 users,Business & finance,Radin Mas Home,A-Smart Holdings Limited,"The Radin Mas Chat Bot is a fantastic tool to help users learn more about events, course and facilities hosted in the Radin Mas Constituency. You can ask about Bukit Merah CC or Radin Mas CC."
5.0,3 users,Business & finance,Hand for Neet,ACM,"You can ask your Google Assistant, Say ""Ok Google Talk to hand for neet"" or press the button to talk to your Assistant. . To choose a default music service, like Google Play Music or Spotify, go to Google Assistant settings on your phone or tablet"
5.0,1 users,Business & finance,Spectrum Autism Research,,"Your weekly update from Spectrum, the leading source of news and expert opinion on autism research.

Spectrum Autism Research is part of the SpokenLayer Network and you may hear more great audio from other publications after the show."
4.1,13 users,Business & finance,Insurance Helper,starbutter AI,"DESCRIPTION
Ira is your Life Insurance Helper. He’s a AI virtual assistant that helps you find the best life insurance policies, quickly. Ira helps tells you which policies you should consider and which to stay away from. He helps you get the most coverage for the best price when you need life insurance to protect your family.

Ira let’s you compare policies and answers all the complicated questions. Ira looks at whether the policies have done right by their clients, looks at what they have to offer, reads the fine print and terms of service and analyzes reports by Consumer Reports and the Consumer Financial Protection Bureau. 

People love Ira because he helps them figure out which term life insurance policy to get quickly and avoid traps, bad companies, and fees. 

EXAMPLES
Ways you can talk to Insurance Helper:
""OK Google, talk to Insurance Helper""
""Hey Google, ask Insurance Helper what’s the best term life insurance policy right now?""
""OK Google, ask Insurance Helper which life insurance company has the most satisfied customers?""

TECHNOLOGY
Introducing Ira - an interactive, conversational agent.  Unlike dumb bots based on rules, Ira has an sophisticated natural language processing and machine learning core.  He learns and gets better over time, helping you navigate the difficult choice of term life insurance coverage.

COMPANY 
Insurance Helper is built by starbutter AI, the world's expert on interactive conversational agents for credit cards, banks, mortgages, insurance, and personal finance.
www.starbutter.com"
2.6,5 users,Business & finance,Graphically Speaking,Mega Build Lab Ltd.,"Graphically Speaking specializes in cost-effective web solutions for B2C and B2B companies. Our best-of-breed content management solutions (CMS) include Sitefinity.net, WordPress, Drupal and Microsoft SharePoint. We are proven ecommerce experts in Magento, WooCommerce, Drupal Commerce and Shopify online shopping systems."
2.9,8 users,Business & finance,Sir Jason Link,WordLift,Sir Jason Link helps you discover facts about SEO and content marketing.
5.0,3 users,Business & finance,Ruwed's Services,Ruwed Khan,One stop solution for all problems related to Jodhpur Discom. Currently we cover all areas in Jodhpur for providing our services 24 x 7 hours. Talk to HJD Ruwed about electricity issue.
4.0,4 users,Business & finance,Enterprise tiger,Kishlay Raj,"Sumeru Enterprise Tiger Business Solutions Pvt. Ltd. is a digital innovation-driven software product company. We are bringing consumer digital technology ideas into enterprise world. Enterprises across the world are feeling the brunt of digital disruption. The mantra ""adapt or die""​ is more relevant today than ever. What is the best way for Enterprises to service their customers digitally? Enterprise Tiger provides the answer. We are building enterprise grade platforms that help organizations drive digital transformation internally. Our products are innovative in adopting consumer digital technology and fulfilling the security, support and IT constraints of an Enterprise. Our BFSI suite contains two products - ENSource and ENCollect. ENSource digitizes all the sales channels for BFSI industry. It is right model that BFSI companies should adopt today. ENCollect is the digital omni-channel collections management solutions targeted towards BFSI, telecom and utility companies."
4.2,34 users,Business & finance,Women Techmaker,Simran Gujrati,"WomenTechmakers is an app that will provide all the information about women techmaker program launched by the google. It will cover all the programs ,scholarship, membership information that women techmaker is providing. Also there is separate  section for all WTM India Leads."
1.0,2 users,Business & finance,Presume Nothing,,"Presume Nothing's differentiator is, you guessed it, that we presume nothing. Our forensic approach to discovery is entirely without blinders. The methodology includes holistic vertical review as well as examination of your internal best (and worst) practices. We review your data for authenticity and use it as merely one indicator of health. If you lack evidence, we create repeatable processes to capture what's essential and leverage findings to propel growth. Following a trail, we reach the goal you hired us for, while fostering goodwill by bringing everyone along for the big reveal."
3.0,2 users,Business & finance,TQM Course,ISRA,TQM Course will assist you to understand briefly on technical aspects in operation specialization - Total Quality Management.
4.0,6 users,Business & finance,Art of Living Q and A,Tech4Peace,"This skill airs a randomly selected Q&A recipe featured in Art of Living Wisdom series. Brought to you by Tech4Peace, A fan of Art of Living.

Sri Sri Ravi Shankar, fondly known as Gurudev or Guruji, is a humanitarian leader, peace ambassador & Art of Living founder. Sri Sri’s vision is stress-free, violence-free society.

Over the years, many people have asked Guruji several thousands of questions from topics related to meditation, yoga, peace, self-improvement, relationships, happiness etc. Guruji's answer for every question is spontaneous, humorous, thought provoking and above all - simply the best answer for the question.

We wish that this Skill airs Guruji's answers for some of the questions you may be having and hope that you regularly use this skill, be inspired and stay in knowledge.

-- Peace --"
4.2,29 users,Business & finance,DU Duties,GD.go Developers,"This assistant is designed so that anyone can get information about The Delhi University.Anyone can get knowledge about DU history,campus,faculty,organisation and administration,academics,sports,official link etc. from this assistant. The University of Delhi, informally known as Delhi University (DU), is a collegiate public central university, located in New Delhi, India. It was founded in 1922 by an Act of the Central Legislative Assembly.The University of Delhi has since become India's largest institution of higher learning and among the largest in the world. DU is a member of the Association of Commonwealth Universities, Association of Indian Universities, and Universitas 21, a global network of research-intensive universities."
4.5,11 users,Business & finance,HSL Quiz,HSL,HSL Quiz is about the investment products & services offered by HSL.
4.5,13 users,Business & finance,Google Cloud,Google Inc.,"With this you can learn more about Google Cloud products, services, events, and how people use Google's Cloud today."
0.0,0 users,Business & finance,HR Informatics,Kritika Ratnani,HR Informatics gives you information about all the basic questions that a novice would ask.
3.6,17 users,Business & finance,Walter Chatbot,Noodle Factory Pte. Ltd.,"Walter is the first management mentor chatbot. He provides you with tips and resources for your professional development such as negotiation, knowledge sharing, goal setting, providing coaching, and many more. 

You can also share your concerns, for example how to handle difficult people, how to ask for help, how to overcome fear of networking. 

Walter loves meeting new people and doing small talk as well. So you can ask him to give you inspirational quotes, tell you jokes, or ask him about his favourite book, movie, food, country and hobbies. 

Walter will keep learning. The more you chat with him, the better and the smarter he becomes."
4.7,24 users,Business & finance,CrPC Handbook,Pshyco Technology,Virtual Assistant to give you details about Criminal Procedure Code of India's sections.
4.1,21 users,Business & finance,Polymer Update,Shalimar Infotech pvt. ltd.,"Polymerupdate is one of the fastest growing market intelligence companies in the world. Polymerupdate is a world renowned provider of business critical industry news and real time price alerts. Some of the products tracked daily include Crude Oil, Naphtha, Aromatics, Olefins, Polyolefins and Petrochemical Intermediates for the global markets with a special focus on Asia, India, The Middle East, Europe, US, Latin America and Africa.

PRODUCTS & SERVICES
The Polymerupdate daily petrochemical news and price assessments are based on information gathered from a cross section of the Industry, including from resin producers, processors, traders and distributors. Close liaisons with both upstream and downstream sectors of the industry have helped polymerupdate carry feeds which are considered to be real-time, informative and compelling. Polymerupdate's trusted pricing methodology is considered by many in the industry to be a benchmark for select regions including South Asia. Polymerupdate constantly strives to further enhance the quality of it's services by adopting new ideas and achieving traction through technological innovation. In fact, Polymerupdate was the first in the world to develop mobile applications for polymer news feeds, prices and reports. Polymerupdate's services today are available on the world wide web, on all smartphones and hand-held devices, and through SMSs and Messenger apps.

MISSION
Polymerupdate empowers its subscribers through accurate pricing data and market-moving news. Reports, analyses and articles on current and future trends in the industry are presented in a simple and easy-to-understand format.

EVERYDAY THOUSANDS OF READERS VISIT POLYMERUPDATE TO:
Acquire knowledge on the latest price trends
Discover details of spot and contract deals confirmed in the markets
Receive breaking news as it happens in the markets and updates on plants and manufacturing facilities all over the world
Make business-critical decisions on the basis of the data in reports and articles
Stay ahead of the competition at all times with authentic and up-to-date market information."
4.8,9 users,Business & finance,CEO Finder,Sanjay K V,"CEO Game helps you to find CEO of different MNC through Multiple choice questions, its fun way to learn about the big people and follow up about them, this game let you learn in smart way."
5.0,7 users,Business & finance,Onedox,Ideavate Limited,"Onedox is the smart way to manage all your household bills, securely, conveniently and for free.

The digital P.A. for your household bills, Onedox saves you time and money so you can spend more on the things you love. Onedox automatically monitors and displays your household bills and contract end-dates, reminds you when you need to take action and helps you switch onto better deals so you never overpay!"
4.3,31 users,Business & finance,Bajaj Finance,Yellow Messenger,Enquire about Bajaj Finance Products and Customer Care
4.9,30 users,Business & finance,APN Edutal,Recodenow,"you can be a topper of your state board or central board by using the APN Edutal app.By using the app you could get the extra information which is not covered by your syllabus.By using the APN Edutal app you can crack all your upcoming competitive exams and other foreign language exams like TOEFL, IELTS etc.This app teaches you very practically about your syllabus. Very tough Theorems and derivations are thought through animations, so that you can enjoy too."
3.6,47 users,Business & finance,The Motley Fool,The Motley Fool,"The Motley Fool brings its easy-to-understand approach to your Google Home.  Simply say, ""Ok Google, ask the Fool for Apple,"" for example, and you'll get the share price and today's performance.

If there are stocks you follow regularly (and sorry, for now we just cover stocks), it's easy to create a watchlist by adding and removing companies. Then, once you've built your list, just say, ""Ok Google, ask the Fool how my stocks are doing,"" and the Home will report the overall movement of your watchlist and the day's biggest mover. It's a simple way to track your investments.

If you see something that's not working or you have a suggestion on the features we should build next, please let us know by emailing googlehome@fool.com or call (888) 391-6123. We want to make sure this skill works for you! For more detailed information, head to www.fool.com/googlehome"
5.0,3 users,Business & finance,Real Estate Quiz,NXReal Software,Keep your mind sharp with a daily quiz of real estate terminology useful for those practicing for your state's real estate agent exam.
0.0,0 users,Business & finance,Company CEO Quiz,Sudarsan GP,Company CEO Quiz lets you learn about CEO of companies around the world
4.5,2 users,Business & finance,Meet up Helper,Valore Partners,The Meet Up Helper answers the most common questions the community has about the Azure user group in Phoenix.
5.0,2 users,Business & finance,facts maker,,This app tells you random amazing facts about google.
4.3,51 users,Business & finance,Stock Announcer,,Get current US stock price by asking by stock symbol or company name.
0.0,0 users,Business & finance,CommBI,,"CommBI provides leadership and tactical leads the most important information required to run your telecommunications business. Powered by the CommSoft BSS/OSS application suite, CommBI provides regular briefings on all business segments including sales, operations, finance, network operations, and technician dispatch."
0.0,0 users,Business & finance,Audio Genie,,"Audio Genie lets you know what songs are playing on various radio streams, as well as provide you with generic information about brands and companies!"
3.5,13 users,Business & finance,SoLo Funds,SoLo,"SoLo is a mobile lending exchange connecting lenders and borrowers for the purpose of providing more affordable access to loans under $1,000."
4.6,9 users,Business & finance,Vote the Lego project,Vota il progetto Lego,"Vote the Lego project helps you to vote our fantastic project.
It took us more than 7 months to build it! We have also improved it in style and is still continuously improving! With our skill you can also take part in our competition and contact us!

Do you have any suggestions? Write an email to suggerimentivotailprogettolego@gmail.com or go to the website www.votailprogettolego.wixsite.com/votailprogettolego (the site is in Italian, we suggest you use the web page translation function)"
5.0,14 users,Business & finance,we need trees,we need trees,"The mission of WeNeedTrees Association is to educate and build awareness of the importance of each individual’s role in sustaining a healthy environment through Love and Respect for nature. Love and Respect for nature provides Hope for a better world.
 The Association will develop resources for teachers and students to help with an understanding and appreciation of the importance of trees in our well-being and the well-being of the planet to sustain life as we know it."
3.8,11 users,Business & finance,Maruti Suzuki,Codroit Tech Pvt Ltd,This is an assistant for Maruti and all the information related to Auto Expo 2018.
4.3,3 users,Business & finance,G Trivia,,G Trivia is a trivia game with facts about Google.
4.7,65 users,Business & finance,Walgreens,Walgreens Digital Development Team,"Balance® Rewards
- Check your account balance (just say, “How many Balance Rewards points do I have?”) 
- Learn more about the Balance Rewards program (try asking, “How do I earn points?”) 
Store Hours & Location
- Find a Walgreens near you (just say, “Where’s the nearest Walgreens?”) 
- Check if your nearest store is open (try asking, “What time does Walgreens close?”) 
- Find a 24-hour location (try saying, “I need a 24-hour store.”)
Specialty Services
- look up clinic locations and immunizations (try asking, “Where’s the nearest Walgreens with a healthcare clinic?”) 
- Find locations with conveniences like drive-thru pharmacies, Redbox® rentals and Blue Rhino® propane exchanges (try saying, “I need a drive-thru pharmacy.”)"
3.0,1 users,Business & finance,Currency Facts,Google Inc.,"Ask your Assistant for facts about currency, such as country and symbol"
4.0,67 users,Business & finance,Mortgage Helper,Starbutter AI,"DESCRIPTION
Morgan is your Mortgage Helper.  He helps you figure out home loans and mortgages quickly and avoid traps, bad companies, and fees.  He also answers any questions about what you can afford and will be your mortgage calculator.  Morgan is a financial expert and prefers simple and low-cost financial products from the most trusted and highest-rated companies.  His recommendations come after researching Consumer Reports, FDIC mortgage bank rankings, and CFPB reports.  He has talked to many mortgage brokers to get you the best expert advice.

Morgan has multiple mortgage calculators to help you figure out monthly payments, how much you should put down, how much house you can afford, taxes, insurance, and PMI.

EXAMPLES
Ways you can talk to Mortgage Helper:
""OK Google, Talk to Mortgage Helper""
""OK Google, ask Mortgage Helper what size house I can get""
""OK Google, ask Mortgage Helper for a mortgage calculator""
""OK Google, ask Mortgage Helper what is the best place to get a mortgage""

TECHNOLOGY
Introducing Morgan - an interactive, conversational agent.  Unlike dumb bots based on rules, Morgan has an sophisticated natural language processing and machine learning core.  He learns and gets better over time, helping you navigate the difficult choice of mortgages and home loans.

COMPANY 
Mortgage Helper is built by Starbutter AI, the world's expert on interactive conversational agents for credit cards, banks, mortgages, insurance, and personal finance.
www.starbutter.com"
3.4,61 users,Business & finance,Ung bird,,"Ung Bird find out meal menu of Busanjin High School, or send suggestion to Busanjin High School. Your Suggestion will be shown on http://www.jinhs.ml/"
4.3,58 users,Business & finance,Vladivostok Software Developers,Sergey Melekhin,Vladivostok Software Developers bot will tell you about our events and meetups.
4.4,93 users,Business & finance,Value Adder,,Adds value to meetings by providing insightful information to further meaningful conversation in myopic situations. Impress your friends and co-workers with your awesome nonsense.
0.0,0 users,Business & finance,Excalibur Insurance,ProNavigator,"Excalibur is home and auto insurance company in Canada. It allows you to get personalized insurance quotes for your vehicle and home. Ask it to start a quote, or ask any questions you have regarding to insurance in general, and the services Excalibur can provide."
4.6,204 users,Business & finance,Info about Organizations,Google Inc.,"Learn facts about organizations, such as executives, founder, and founding date"
0.0,0 users,Business & finance,Dayton Real Estate,Voiceter Pro LLC,"Dayton Real Estate has two major components. You can use it to begin your listing process by finding out an estimated home value as well as search for listings in your area. The home value track will give you a no-obligation estimated home value. Check back in as often as you like to hear how your home value estimate changes over time and to feel the market pulse. 

The home buying track will verbally walk you through criteria that will help you narrow down what you're looking for in your next home. Then, it will read you the top results and email the list directly to your inbox. Dayton Real Estate is brought to you by Berkshire Hathaway HomeServices Professional Realty, a leading full service real estate brokerage in Ohio and Northern Kentucky.

Powered by Voiceter Pro"
0.0,0 users,Business & finance,Happy Wagon,,Official merchandise from top artists and creators around the globe!
0.0,0 users,Business & finance,House Prices,,"Ask for the average price for property sold in your area. You need to say a Country in the UK, a region, a county / Unitary / District Authority or London Borough. 

If you are buying or selling an house in the UK its important to know about the going rates for property. 

You will then be returned with the average price for property sold in the area, the percentage change in prices from the previous month and the annual change. 

The data will be updated each month. The last data is from April 2018.

Contains HM Land Registry data © Crown copyright and database right 2017. This data is licensed under the Open Government Licence v3.0."
3.0,2 users,Business & finance,Study Circle,Study Circle,"This app is provided by study circle for the students. It will help you to get things done quickly efficiently. You can ask anything about study circle and thing related to you.
Here are some examples:
1) Ask for phone number.
2) Ask for class timing and 
3) Timing of your class and pending fee to pay etc."
5.0,1 users,Business & finance,WH Smith LPU,Sajal Gupta,WH Smith LPU is an application which lets the user to get the information about the super market. Its is helpful for all the students who studied in lpu. Its provide Students basic needs and services.
5.0,1 users,Business & finance,Cleveland Real Estate,Voiceter Pro LLC,"Cleveland Real Estate has two major components. You can use it to begin your listing process by finding out an estimated home value as well as search for listings in your area. The home value track will give you a no-obligation estimated home value. Check back in as often as you like to hear how your home value estimate changes over time and to feel the market pulse. 

The home buying track will verbally walk you through criteria that will help you narrow down what you're looking for in your next home. Then, it will read you the top results and email the list directly to your inbox. Cleveland Real Estate is brought to you by Berkshire Hathaway HomeServices Professional Realty, a leading full service real estate brokerage in Ohio and Northern Kentucky.

Powered by Voiceter Pro"
0.0,0 users,Business & finance,Voice Bricks,Voice Bricks Limited,"Want to join the voice revolution? Get a custom voice app developed by Voice Bricks for Google Assistant, Google Home and Amazon Alexa. Have something made to order or choose from an existing template. It might cost you less than you think!"
3.0,8 users,Business & finance,360 Jungle,www.360jungle.com,Use 360 Jungle to find out more about our latest products and pricing. We also offer support for our products together with the ability to request a callback or send a message. You can also get the most up to date news direct from 360Jungle.com!
5.0,2 users,Business & finance,Rx Savings,Rx Savings Solutions,"We shop around for everything else in our lives, why not prescriptions? Because it’s too confusing and pricing isn’t transparent. Rx Savings Solutions helps simplify the confusing pharmacy experience by providing pharmacist-approved, proactive prescription advice that delivers the best health and benefits experience at the lowest cost.

Rx Savings Solutions is free benefit provided by your employer or health plans. You can use our app to:

•	Save Money
Rx Savings Solutions searches your past claims for savings opportunities, and sends you a personalized text or email any time you could be paying less. You can also search for real-time pricing on any drug, taking into consideration your specific health plan information and local pharmacies. 

•	Make Better Healthcare Decisions
Rx Savings Solutions makes it easy to compare prescription costs or find clinical alternatives, empowering you to make more informed decisions about your health.

•	Get Pharmacy Help
Rx Savings Solutions helps you find a pharmacy, provides personalized letters to assist in prescription change conversations with your prescriber, and offers 1:1 assistance with our certified pharmacy technicians. It’s like having a pharmacist on call to answer your most difficult questions. 

Because Rx Savings Solutions works directly with your employer or health plan, it’s easier for you to save money. We already know your claims history and your pharmacy insurance information and we will actively monitor your current prescriptions for savings opportunities. Because of this, we can tell you exactly what your prescription will cost – before you get to the pharmacy. 

Our solution looks at ALL potential savings opportunities – not just price shopping. We are your pharmacy advocate, and our mission is to help you and your family save money on their prescriptions. On average, our members save $300 per year!

By using the Rx Savings Google Action, you agree to be bound by our Terms Of Use. Read more at https://s3.amazonaws.com/rxss-policy/Rx_Savings_Terms_and_Conditions.pdf


Want to learn more? Visit our web site at rxsavingssolutions.com. Need assistance? Reach out to our certified pharmacy technicians at 1-800-278-4476 or at info@rxsavingssolutions.com."
5.0,1 users,Business & finance,Direct Mail,DirectMailIO,"A consumer receives direct mail that includes DirectMail.io technology.  On the mailer there will be a ""call to action"" that asks a person to respond in order to get something of value (information on a sale, the value of a car, see if you're a winner, etc).  They will state awaken the Google device, then will be asked to give specific information regarding the promotion.  The device will respond based on the information provided."
0.0,0 users,Business & finance,IndianScrap,Guna,Get scrap prices for Aluminium Metal
3.3,7 users,Business & finance,Buyhatke Assist,Buyhatke Online Shopping,"Buyhatke Assistant is now on Google Assistant. Currently, it offers these features: 
1. Compare product prices: Say 'search iPhone 8' or 'compare iPhone 8 prices' and it will give you prices of iPhone 8 available on all e-commerce websites.
2. Search and compare flight prices across all available options
3. Say 'Best deals' and we ll  bring you exciting offers collected from different sources."
2.4,9 users,Business & finance,diamond price calculator,Buy4diamond.com,"we take diamond parameter such as weight, color, clarity from user then find price and return diamond price."
3.4,7 users,Business & finance,Denise Values,,"This POC application allows users to ask the Hagerty Valuation tools for the current value of a classic vehicle. Users query for Year, Make, Model, and the virtual assist will provide the value for the first record queried that matches that request. This is version 1.0 and does not currently have features to support a more specific sub-model or engine block lookup."
4.3,7 users,Business & finance,super kids,Mobiport Inc,"super kids lets you shop latest fashion products for kids. You can find interesting clothes and toys for your kids.

What you need to use this app
-A Super kids account

After you've enabled the service, you just have to say ""Ok Google, talk to super kids"" and you can get started

or try saying things like
-Ok Google, ask super kids to search for <product name>
-Ok Google, ask super kids to find <product name with filters>


You can also say, ""Ok Google, ask super kids for help""

Note: This works only with Google Assistant on mobile as of now."
5.0,2 users,Business & finance,ATC Co.,Dezig.Net,ATC Istanbul real estate is a real estate agency located in Istanbul that provide you with full real estate and after sale services
